store,description,market,parent,capacity,maxReleaseOrderPerDay,supplyOffsetQuantity,isDefault,status,preferred,type,inventoryAvailableToSell,rollupInventory,longitude,state,country,city,address,postalCode,latitude
3111,Brewdis Brewery #3111,US,3111,35,35,0,N,A,N,S,Y,Y,-84.713578,KY,US,HEBRON,2050 Global Way,41048,39.08992
6424,House of Brews #6424,US,6424,65,90,3,N,A,N,S,Y,Y,,TN,US,SEVIERVILLE,1645 PARKWAY,37862,
5578,House of Brews #5578,US,5578,0,45,3,N,O,N,S,N,N,,PA,US,PITTSBURGH,923 FREEPORT RD,15238,
6443,House of Brews #6443,US,6443,65,65,3,N,A,N,S,Y,Y,,NY,US,VALLEY STREAM,1093 GREEN ACRES MALL,11581-1532,
1669,Brewdis Brewery #1669,US,1669,35,35,0,N,A,N,S,Y,Y,-71.350484,MA,US,WRENTHAM,1 Premium Outlet Boulevard,2093,42.036526
3424,House of Brews#3424,US,3424,65,65,3,N,A,N,S,Y,Y,-77.372118,NC,US,GREENVILLE,530C SE Greenville Blvd.,27858,35.583246
3492,House of Brews#3492,CA,3492,30,30,3,N,A,N,S,Y,Y,-113.813905,AB,CA,RED DEER,2004 50 Avenue,T4R3R1,52.232876
9721,Brewdis #9721,US,9721,30,150,0,N,A,N,S,Y,Y,,IN,US,INDIANAPOLIS,8702 Keystone Crossing,46240,
5614,House of Brews #5614,US,5614,65,65,3,N,A,N,S,Y,Y,,NC,US,DURHAM,5424 NEW HOPE COMMONS,27707,
4876,Hip Hops #4876,US,4876,30,30,0,N,A,N,S,Y,Y,,MA,US,Boston,92 Newbury Street,2116,
3168,SQAle #3168,US,3168,15,15,0,N,A,N,S,Y,Y,,MN,US,WOODBURY,9120 Hudson Road Suite 306,55125,
7928,Brewdis Brewery #7928,US,7928,15,15,0,N,A,N,S,Y,Y,-90.841225,MS,US,VICKSBURG,4000 Frontage Road,39180,32.340427
8279,SQAle #8279,US,8279,30,30,0,N,A,N,S,Y,Y,,NY,US,NEW YORK,107 E. 42ND STREET,10017,
6418,House of Brews #6418,US,6418,65,90,3,N,A,N,S,Y,Y,,SC,US,MYRTLE BEACH,10823 KINGS RD,29572,
4902,Hip Hops #4902,US,4902,30,30,0,N,A,N,S,Y,Y,,CA,US,Roseville,1151 Galleria Boulevard Suite 160,95678,
7912,Brewdis Brewery #7912,US,7912,25,25,0,N,A,N,S,Y,Y,-116.705038,CA,US,ALPINE,5003 Willows Road 106g,91901,32.841335
121,Brewdis #121,US,121,25,125,0,N,O,N,S,N,N,,CA,US,CONCORD,315 Sun Valley Mall,94520-5809,
8943,Brewdis #8943,US,8943,50,250,0,N,A,N,S,Y,Y,,CA,US,ARCADIA,400 S BALDWIN AVE,91007,
3763,Brewdis 3763,JP,3763,31,31,1,N,A,N,S,Y,Y,139.913778,9,JP,Utsunomiya-shi,4-1-3,321-0118,36.497528
5844,House of Brews #5844,US,5844,65,65,3,N,A,N,S,Y,Y,,TX,US,SAN ANTONIO,255 E. BASSE RD.,78209,
3830,Brewdis 3830,JP,3830,30,30,1,N,A,N,S,N,N,,12,JP,Kashiwa-shi,Kashiwa Takashimaya TX-kan 5F,277-8666,
9123,Store #9123,CA,9886,25,25,2,N,A,N,S,Y,N,-122.31248,BC,CA,ABBOTSFORD,32900 South Fraser Way,V2S 3P9,49.049898
6396,House of Brews#6396,US,6396,45,45,3,N,A,N,S,Y,Y,-72.429439,CT,US,WESTBROOK,314 FLAT ROCK PLACE,6498,41.288961
9821,Store #9821,CA,9821,25,25,0,N,A,N,S,Y,Y,-81.281731,ON,CA,LONDON,1680 Richmond Street North,N6G 3Y9,43.025148
6529,House of Brews #6529,US,6529,45,45,3,N,O,N,S,N,N,,AL,US,BIRMINGHAM,1620 GADSDEN HWY,35235-3149,
8022,SQAle #8022,US,8022,20,20,0,N,A,N,S,Y,Y,,OR,US,Tigard,7345 SW Bridgeport Road,97224-7710,
9225,Brewdis #9225,US,9225,30,30,0,N,O,N,S,N,N,,SC,US,GREENVILLE,700 HAYWOOD ROAD,29607,
3958,Brewdis 0886,JP,3758,120,120,1,Y,A,N,S,Y,Y,139.446328,14,JP,Fujisawa-shi,1-3-1,251-0041,35.337903
9885,Store #9885,CA,9885,25,25,0,N,A,N,S,Y,Y,-71.279007,QC,CA,STE FOY,2450 BOULEVARD LAURIER,G1V 2L1,46.773548
9774,Brewdis#9774,US,1012,30,30,0,N,A,N,S,Y,Y,-78.471794,VA,US,CHARLOTTESVILLE,1534 RIO RD E,22901,38.078273
9010,Brewdis #9010,US,9010,25,125,0,N,A,N,S,Y,Y,,TX,US,SAN ANTONIO,7322 Jones Maltsberger Road #114,78209,
3413,House of Brews #3413,US,3413,65,65,3,N,A,N,S,Y,Y,,FL,US,KISSIMMEE,3256 NORTH JOHN YOUNG PARKWAY,34741,
4232,House of Brews#4232,US,4232,65,30,0,N,A,N,S,Y,Y,-85.241941,TN,US,CHATTANOOGA,585 NORTHGATE MALL,37415,35.132255
236,Brewdis #236,US,236,30,30,0,N,O,N,S,N,N,,CA,US,ARCADIA,400 S BALDWIN AVE,91007,
3221,Store #3221,CA,3221,30,30,0,N,A,N,S,N,N,,,,,,,
3818,Brewdis 3818,JP,3618,15,15,1,N,A,N,S,Y,Y,139.672778,13,JP,Setagaya-ku,5-26-16,158-0083,35.603361
9160,Store #9160,CA,9878,25,25,3,N,O,N,S,Y,N,-79.7071,ON,CA,BARRIE,509 Bayfield Street,L4M 4Z8,44.4092
6521,Brewdis #6521,US,6521,25,125,0,N,O,N,S,Y,Y,-88.850396,IL,US,Bloomington,1615 E EMPIRE ST,61701,40.462041
2914,Brewdis #2914,US,2914,25,25,0,N,O,N,S,N,N,,WI,US,WAUSAU,B 236 WAUSAU CENTER MALL,54403,
3120,House of Brews #3120,US,3120,65,65,3,N,A,N,S,Y,Y,,IL,US,MOUNT PROSPECT,1015 NORTH ELMHURST ROAD,60056,
3112,Brewdis #3112,US,3112,25,125,0,N,A,N,S,Y,Y,,OH,US,CINCINNATI,2659 EDMONDSON RD,45209,
8318,SQAle #8318,US,8318,20,15,0,N,A,N,S,Y,Y,,TX,US,HIGHLAND VILLAGE,4141 Waller Crk.,75077,
5451,Store #5451,CA,5451,30,30,3,N,A,N,S,Y,Y,-79.8653,ON,CA,HAMILTON,999 UPPER WENTWORTH ST,L9A 4X5,43.216
9854,Store #9854,CA,9854,25,25,0,N,A,N,S,Y,Y,-73.648856,QC,CA,MONTREAL,2305 Rockland Road,H3P 3E9,45.526768
3047,SQAle #3047,US,3047,20,20,0,N,A,N,S,Y,Y,,CO,US,LITTLETON,7301 S SANTA FE DR,80120,
6781,House of Brews #6781,US,6781,65,65,3,N,A,N,S,Y,Y,,LA,US,BOSSIER CITY,2755 BEENE BLVD,71111,
6481,House of Brews #6481,US,6481,65,65,3,N,A,N,S,Y,Y,,FL,US,TAMPA,231 WESTSHORE PLZ,33609,
2535,Brewdis Brewery #2535,US,2535,15,15,0,N,O,N,S,N,N,-94.206949,MN,US,SAINT CLOUD,3959 2nd Street S,56301,45.551605
2561,Brewdis Brewery #2561,US,2561,25,25,0,N,A,N,S,Y,Y,-118.813068,CA,US,TEJON RANCH,5701 Outlets at Tejon Parkway,93203,35.062649
4238,Brewdis Brewery #4238,US,4238,25,25,0,N,A,N,S,Y,Y,-94.924008,TX,US,TEXAS CITY,5885 Gulf Freeway,77592,29.395279
8156,SQAle #8156,US,8156,30,20,0,N,A,N,S,Y,Y,-104.953335,CO,US,DENVER,3000 E 1ST AVE,80206,39.730787
3142,SQAle #3142,US,3142,20,15,0,N,O,N,S,N,N,,AL,US,HOMEWOOD,832 Brookwood Village,35209,
4780,Hip Hops #4780,US,4780,30,30,0,N,O,N,S,N,N,-122.5148902,CA,US,Mill Valley,800 REDWOOD HIGHWAY,94941,37.8981748
8636,SQAle Brewery #8636,US,8636,30,30,0,N,A,N,S,Y,Y,-122.058027,CA,US,Concord,2025 Diamond Blvd,94520,37.973199
1013,Brewdis #1013,US,1013,25,25,0,N,O,N,S,N,N,,CA,US,RANCHO CUCAMONGA,7820 KEW AVENUE,91739,
5624,House of Brews#5624,US,5624,65,65,3,N,A,N,S,Y,Y,-77.117029,MD,US,ROCKVILLE,12017 ROCKVILLE PIKE,20852,39.054099
3224,SQAle Brewery #3224,US,3224,15,15,0,N,A,N,S,Y,Y,-117.084732,CA,US,BARSTOW,2796 Tanger Way,92311,34.847269
1738,SQAle Brewery #1738,US,1738,45,45,0,N,A,N,S,Y,Y,-72.531071,CT,US,CLINTON,20 Killingworth Turnpike,6413,41.293342
1050,Brewdis Brewery #1050,US,1050,45,45,0,N,A,N,S,Y,Y,-121.842044,CA,US,LIVERMORE,3002 Livermore Outlets Drive,94551,37.696855
7734,Brewdis Brewery #7734,US,7734,45,45,0,N,A,N,S,Y,Y,-71.350484,MA,US,WRENTHAM,1 Premium Outlet Boulevard,2093,42.036526
8327,SQAle #8327,US,8327,30,30,0,N,O,N,S,N,N,,CA,US,BRENTWOOD,2485 Sand Creek Rd.,94513,
8563,SQAle #8563,US,8563,30,30,0,N,A,N,S,Y,Y,,MD,US,COLUMBIA,10300 LITTLE PATUXENT PKWY,21044,
4229,House of Brews#4229,US,4229,65,65,0,N,A,N,S,Y,Y,-74.450263,NY,US,MIDDLETOWN,470 ROUTE 211 EAST,10940,41.465642
6043,House of Brews #6043,US,6043,90,90,3,N,A,N,S,Y,Y,,CA,US,MANHATTAN BEACH,1800 ROSECRANS AVE,90266-3777,
7994,Brewdis Brewery #7994,US,7994,45,45,0,N,A,N,S,Y,Y,-75.572269,PA,US,POTTSTOWN,18 W Lightcap Road,19464,40.236917
7220,B #7220,JP,7220,0,30,0,N,O,N,S,N,N,,12,JP,Kashiwa-shi,Lalaport Kashiwanoha 2F,277-8518,
853,Brewdis #853,US,853,60,30,0,N,O,N,S,N,N,,CA,US,ROSEVILLE,1151 GALLERIA BLVD,95678,
1461,GOL1461,US,1461,50,250,2,N,A,N,S,Y,Y,-73.827626,NC,US,Bronx,200 Baychester Avenue  Suite 216,10475,40.863661
5016,House of Brews #5016,US,5016,65,65,3,N,A,N,S,Y,Y,,GA,US,CUMMING,2255 MARKET PLACE BLVD,30041,
8270,SQAle #8270,US,8270,20,20,0,N,A,N,S,Y,Y,,MA,US,BRAINTREE,250 GRANITE ST 2016 LEVEL #2,2184,
8493,SQAle #8493,US,8493,20,20,0,N,A,N,S,Y,Y,,TX,US,SOUTHLAKE,101 GRAND AVENUE,76092,
6725,Store #6725,CA,6725,35,35,0,N,A,N,S,Y,Y,-79.380187,ON,CA,TORONTO,218 Yonge St,M5B 2H6,43.653895
3941,Brewdis 3941,JP,3741,10,10,1,N,A,N,S,Y,Y,139.059444,15,JP,Niigata-shi,1-5-1,950-0088,37.914167
5169,House of Brews #5169,US,5169,90,90,3,N,A,N,S,Y,Y,,OH,US,COLUMBUS,1345 POLARIS PKWY,43240,
3925,Brewdis 3925,JP,3925,30,30,1,N,A,N,S,N,N,140.116667,12,JP,Inzai-shi,3-2,270-1392,35.799417
3423,House of Brews #3423,US,3423,65,65,3,N,A,N,S,Y,Y,,OH,US,HAMILTON,3505 PRINCETON ROAD,45011,
6495,House of Brews #6495,US,6495,65,65,3,N,A,N,S,Y,Y,,MA,US,LEOMINSTER,100 COMMERCIAL RD,1453,
5072,House of Brews #5072,US,5072,65,65,3,N,A,N,S,Y,Y,,AR,US,FT. SMITH,4135 PHOENIX AVENUE,72903,
4546,House of Brews #4546,US,4546,65,45,3,N,A,N,S,Y,Y,-73.829286,NY,US,BRONX,200 BAYCHESTER AVE,10475,40.863532
3172,Store #3172,CA,3172,20,20,0,N,A,N,S,Y,Y,-73.752438,QC,CA,LAVAL,3035 Le Carrefour Boulevard,H7T 1C7,45.568918
8271,SQAle #8271,US,8271,20,15,0,N,A,N,S,Y,Y,,FL,US,SOUTH MIAMI,5701 Sunset Dr,33143-5348,
7952,Brewdis Brewery #7952,US,7952,15,15,0,N,A,N,S,Y,Y,-92.994169,MN,US,NORTH BRANCH,38573 Tanger Drive,55056,45.508075
3317,House of Brews#3317,CA,3317,30,30,3,N,A,N,S,Y,Y,-79.556881,ON,CA,ETOBICOKE,177 N Queen Street,M9C1A7,43.616485
5607,Brewdis #5607,US,5607,25,125,0,N,O,N,S,Y,Y,,MS,US,FLOWOOD,136 DOGWOOD BLVD,39232-8600,
6212,House of Brews #6212,US,6212,65,65,3,N,A,N,S,Y,Y,,SC,US,GREENVILLE,3251 N PLEASANTBURG DR,29609,
8028,SQAle #8028,US,8028,25,25,0,N,A,N,S,Y,Y,-122.304079,CA,US,SAN MATEO,60 31st Ave,94403,37.541486
609,Brewdis #609,US,609,30,30,0,N,O,N,S,N,N,-74.994262,PA,US,Bensalem,707 Neshaminy Mall,19020,40.125609
5340,House of Brews #5340,US,5340,65,65,3,N,A,N,S,Y,Y,,NY,US,PLATTSBURGH,60 SMITHFIELD BLVD,12901,
1907,SQAle Brewery #1907,US,1907,30,30,0,N,A,N,S,Y,Y,-73.599018,NY,US,WESTBURY,1060 B Old Country Road,11590,40.745919
628,Brewdis #628,US,628,25,125,0,N,A,N,S,Y,Y,,PA,US,KING OF PRUSSIA,690 WEST DEKALB PIKE,19406,
8154,SQAle #8154,US,8154,40,40,0,N,A,N,S,Y,Y,-94.594981,MO,US,KANSAS CITY,440 W. 47th Street,64112,39.035705
7673,SQAle #7673,US,7673,20,15,0,N,A,N,S,Y,Y,,PA,US,PITTSBURGH,100 ROBINSON CENTRE DR,15205-4831,
5054,Brewdis #5054,US,5054,50,50,0,N,O,N,S,N,N,,NC,US,RALEIGH,5959 TRIANGLE TOWN BOULEVARD,27616,
7809,Brewdis #7809,US,7809,30,150,0,N,A,N,S,Y,Y,,MA,US,HINGHAM,94 DERBY ST,02043-4221,
6115,Brewdis #6115,US,6115,25,125,0,N,A,N,S,Y,Y,,SC,US,MOUNT PLEASANT,1229 Belk Drive,29464,
3616,Brewdis 3616,JP,3616,30,30,1,N,A,N,S,N,N,139.701466,TY,JP,Shinjuku-ku,3-37-1,160-0022,35.689962
9823,Store #9823,CA,9823,25,25,0,N,A,N,S,Y,Y,-113.50851,AB,CA,EDMONTON,243 109th Street and Kingsway Ave,T5G 3A6,53.560944
5894,House of Brews #5894,US,5894,65,65,3,N,A,N,S,Y,Y,,IL,US,GENEVA,1572 S RANDALL RD,60134,
8125,SQAle #8125,US,8125,25,25,0,N,A,N,S,Y,Y,-122.482483,CA,US,SAN FRANCISCO,3251 20TH AVENUE,94132,37.722631
6619,House of Brews #6619,US,6619,90,90,3,N,A,N,S,Y,Y,,NY,US,BROOKLYN,1009 FLATBUSH AVENUE,11226,
3274,Store #3274,CA,3274,30,30,0,N,A,N,S,N,N,,,,,,,
6126,House of Brews #6126,US,6126,65,65,3,N,A,N,S,Y,Y,,MN,US,ST LOUIS PARK,8308 HIGHWAY 7,55426,
8024,SQAle #8024,US,8024,30,25,0,N,A,N,S,Y,Y,-121.705327,CA,US,SANTA CLARA,2855 Stevens Creek Blvd,95050,37.189396
2915,Brewdis #2915,US,2915,25,125,0,N,A,N,S,Y,Y,,WI,US,GREEN BAY,431A BAY PARK SQ,54304-5104,
1052,SQAle Brewery #1052,US,1052,30,30,0,N,A,N,S,Y,Y,-90.950538,LA,US,GONZALES,2410 Tanger Boulevard,70737,30.212739
1232,SQAle Brewery #1232,US,1232,30,30,0,N,A,N,S,Y,Y,-122.164074,CA,US,SAN LEANDRO,1295 Marina Boulevard,94577,37.711453
6259,SQAle Brewery #6259,US,6259,30,30,0,N,A,N,S,Y,Y,-111.550338,UT,US,PARK CITY,6699 N Landmark Drive,84098,40.73027
6277,SQAle Brewery #6277,US,6277,60,60,0,N,A,N,S,Y,Y,-80.326002,FL,US,SUNRISE,12801 W Sunrise Boulevard,33323,26.146219
1572,SQAle Brewery #1572,US,1572,30,30,0,N,A,N,S,Y,Y,-85.671926,MI,US,BYRON CENTER,350 84th Street SW,49315,42.809488
715,Brewdis #715,US,715,25,125,0,N,A,N,S,Y,Y,,NY,US,GARDEN CITY,630 OLD COUNTRY RD,11530-3402,
3799,House of Brews#3799,US,3799,45,45,3,N,A,N,S,Y,Y,-117.569538,CA,US,RANCHO CUCAMONGA,10788 FOOTHILL BLVD,91730,34.107872
3208,Store #3208,CA,3208,25,25,0,N,A,N,S,Y,Y,-97.199564,MB,CA,WINNIPEG,1485 Portage Ave,R3G 0W4,49.881293
5352,House of Brews #5352,US,5352,65,65,3,N,A,N,S,Y,Y,,OR,US,BEND,2600 NE Highway 20,97701-6225,
2825,Brewdis Brewery #2825,US,2825,25,25,0,N,A,N,S,Y,Y,-81.802386,FL,US,KEY WEST,526-528 Duval Street,33040,24.55499
4878,Hip Hops #4878,US,4878,30,30,0,N,A,N,S,Y,Y,,MN,US,Bloomington,145 South Avenue,55425,
4130,Brewdis#4130,US,4130,25,125,0,N,A,N,S,Y,Y,-115.324586,CA,US,Oxnard,571 Town Center Drive,93063,36.166726
1988,Brewdis Brewery #1988,US,1988,35,35,0,N,A,N,S,Y,Y,-81.772549,FL,US,ESTERO,10801 Corkscrew Road,33928,26.438606
3496,House of Brews #3496,US,3496,0,90,3,N,O,N,S,N,N,,NV,US,SPARKS,205 LOS ALTOS PARKWAY,89436,
7854,House of Brews#7854,US,7854,65,65,0,N,A,N,S,Y,Y,-118.941737,CA,US,ARVIN,5701 OUTLETS AT TEJON PARKWAY,93203,34.985259
4063,House of Brews#4063,US,4063,65,1,0,N,A,N,S,Y,Y,-122.058668,CA,US,WALNUT CREEK,1275 BROADWAY PLAZA,94596,37.896333
5374,House of Brews #5374,US,5374,0,30,0,N,A,N,S,N,N,,PR,US,PONCE,2050 PONCE BYP STE 225,731,
7919,Brewdis Brewery #7919,US,7919,15,15,0,N,A,N,S,Y,Y,-92.003791,IA,US,WILLIAMSBURG,245 Tanger Drive,52361,41.691415
36,SQAle #36,EU,36,500000,9999999,0,N,A,Y,W,Y,Y,-83.003556,ST,GB,Stafford,"Hurricane Close,Off Mustang Drive",ST16 1GZ,42.27467
4222,House of Brews#4222,CA,4222,45,45,3,N,A,N,S,Y,Y,-113.285483,AB,CA,SHERWOOD PARK,5000 Emerald Drive,T8HOP5,53.56778
1040,Brewdis Brewery #1040,US,1040,45,45,0,N,A,N,S,Y,Y,-95.756603,TX,US,CYPRESS,29300 Hempstead Road,77433,29.997176
3706,Brewdis 3706,JP,3706,15,15,1,N,A,N,S,Y,Y,130.544667,46,JP,Kagoshima-shi,1-1,890-0053,31.580417
5918,House of Brews #5918,US,5918,0,65,3,N,O,N,S,N,N,,NY,US,MIDDLETOWN,1 N Galleria Dr,10941-3027,
8442,SQAle #8442,US,8442,20,20,0,N,A,N,S,Y,Y,,PA,US,ROSS,1000 ROSS PARK MALL DR,15237,
5762,House of Brews #5762,US,5762,90,90,3,N,O,N,S,N,N,,NY,US,BRONX,340 BAYCHESTER AVENUE,10475,
3619,Brewdis 3619,JP,3619,30,30,1,N,A,N,S,N,N,,40,JP,Fukuoka-shi,Fukuoka Mitsukoshi 3F,810-0001,
3741,Brewdis 3741,JP,3741,44,44,1,N,A,N,S,Y,Y,139.059444,15,JP,Niigata-shi,1-5-1,950-0088,37.914167
5349,House of Brews #5349,US,5349,65,65,3,N,A,N,S,Y,Y,,NJ,US,VINELAND,3849 S Delsea Dr,08360-7408,
3379,House of Brews #3379,US,3379,45,45,3,N,A,N,S,Y,Y,,WV,US,MORGANTOWN,4021 University Town Centre Drive,26505,
7092,Hip Hops #7092,US,7092,30,30,0,N,A,N,S,Y,Y,-96.811046,TX,US,Frisco,2601 Preston Rd,75034,33.0987479
8268,SQAle #8268,US,8268,20,20,0,N,O,N,S,N,N,,LA,US,BATON ROUGE,6401 BLUEBONNET BLVD,70836,
6190,House of Brews #6190,US,6190,90,90,3,N,A,N,S,Y,Y,,IL,US,ORLAND PARK,105 ORLAND PARK PLACE,60462,
7094,SQAle #7094,US,7094,30,30,0,N,A,N,S,Y,Y,-96.803404,TX,US,Dallas,10720 Preston Road,75230,32.893407
2573,Brewdis Brewery #2573,US,2573,25,30,0,N,O,N,S,N,N,-74.077705,NY,US,Staten Island,15B Richmond Terrace,10301,40.645668
6480,House of Brews #6480,US,6480,45,45,3,N,O,N,S,N,N,,IA,US,DUBUQUE,2465 NW ARTERIAL,52002-0492,
9591,Brewdis #9591,US,9591,30,30,0,N,O,N,S,N,N,,NY,US,ELMHURST,90-15 QUEENS BLVD,11373,
8579,SQAle #8579,US,8579,20,20,0,N,A,N,S,Y,Y,,TX,US,WOODLANDS,1201 LAKE WOODLANDS DR,77380,
8225,SQAle #8225,US,8225,10,10,0,N,A,N,S,Y,Y,,KY,US,LOUISVILLE,7900 SHELBYVILLE ROAD #B1-B2,40222,
5429,House of Brews #5429,US,5429,65,65,3,N,A,N,S,Y,Y,,MO,US,KANSAS CITY,8677 NW PRAIRIEVIEW RD,64153,
1038,Brewdis #1038,US,1038,30,150,0,N,A,N,S,Y,Y,,VA,US,DULLES,21100 Dulles Town Circle,20166,
5822,House of Brews #5822,US,5822,45,45,3,N,A,N,S,Y,Y,,IA,US,CEDAR RAPIDS,345 COLLINS RD NE,52402,
4266,Brewdis Brewery #4266,US,4266,25,25,0,N,A,N,S,Y,Y,-80.392262,FL,US,MIAMI,8705 SW 124th Avenue,33183,25.68716
8104,SQAle #8104,US,8104,40,50,0,N,A,N,S,Y,Y,,MA,US,NATICK,1245 WORCESTER STREET SPACE #1082,1760,
6154,House of Brews#6154,US,6154,65,30,3,N,A,N,S,Y,Y,-87.496036,IN,US,EVANSVILLE,800 N GREENRIVER RD,47715,37.983998
8193,SQAle #8193,US,8193,30,40,0,N,A,N,S,Y,Y,-80.054613,FL,US,PALM BEACH GARDENS,3101 PGA Blvd.,33410,26.598446
9868,Store #9868,CA,9868,25,25,0,N,O,N,S,Y,Y,-79.087211,ON,CA,PICKERING,1355 KINGSTON RD,L1V 1B8,43.838145
8917,Brewdis #8917,US,754,30,30,0,N,O,N,S,Y,Y,,NJ,US,WAYNE,1400 Willowbrook Mall,07470-6905,
2806,Brewdis #2806,US,2806,25,125,0,N,A,N,S,Y,Y,,OR,US,PORTLAND,700 S.W. 5th Avenue,97204-2003,
9533,Gap9533,CA,9859,25,25,2,N,A,N,S,Y,Y,,ON,CA,OTTAWA,50 Rideau ouest,K1N 9J7,
126,Brewdis #126,US,126,30,150,0,N,O,N,S,N,N,-121.898741,CA,US,Pleasanton,2133 STONERIDGE MALL RD,94588,37.688244
2559,Brewdis Brewery #2559,US,2559,15,15,0,N,A,N,S,Y,Y,-111.06239,MT,US,BOZEMAN,1620 N 19th Avenue,59718,45.694549
1611,Brewdis #1611,US,1611,30,150,0,N,A,N,S,Y,Y,-93.367327,MN,US,Edina,1795 Southdale Center,55435,44.932864
4589,House of Brews#4589,CA,4589,25,30,0,N,A,N,S,Y,Y,-73.564517,QC,CA,Montreal,7999 Boulevard des Galeries-d'Anjou,H1M 1W9,45.600518
3165,SQAle #3165,US,3165,20,20,0,N,O,N,S,N,N,-73.877562,NY,US,ELMHURST,90-15 QUEENS BLVD,11373,40.73509
3952,Brewdis 3952,JP,3752,10,10,1,N,A,N,S,Y,Y,139.5608,14,JP,"Aoba-ku,Yokohama-shi","Tama plaza-terrace 1F, 1-1-2",225-8535,35.5742
1311,Brewdis #1311,US,1311,30,30,0,N,O,N,S,N,N,,GA,US,KENNESAW,400 ERNEST W BARRETT PKWY NW,30144,
5707,House of Brews #5707,US,5707,45,45,3,N,A,N,S,Y,Y,,KS,US,SALINA,2259 South 9th Street,67402,
7177,House of Brews#7177,US,7177,65,65,0,N,A,N,S,Y,Y,-80.08449,PA,US,ERIE,1894 KEYSTONE DRIVE,16509,42.056639
2104,Brewdis #2104,US,2104,30,75,0,N,A,N,S,Y,Y,,PA,US,PITTSBURGH,424 SOUTH HILLS VILLAGE,15241,
1983,SQAle Brewery #1983,US,1983,15,15,0,N,A,N,S,Y,Y,-81.711445,SC,US,GAFFNEY,550 Factory Shops Boulevard,29341,35.081019
119,Brewdis #119,US,119,40,200,0,N,A,N,S,Y,N,-121.705327,CA,US,Palo Alto,165 STANFORD SHOPPING CTR,94304,37.189396
706,Brewdis #706,US,706,25,75,0,N,A,N,S,Y,Y,,NY,US,ELMHURST,90-15 Queens Blvd.,11373,
5264,House of Brews #5264,US,5264,0,65,3,N,O,N,S,N,N,,UT,US,SALT LAKE CITY,35 N. RIO GRANDE,84106,
6478,House of Brews #6478,US,6478,65,65,3,N,A,N,S,Y,Y,,MT,US,MISSOULA,2800 N RESERVE ST,59808,
9272,Brewdis#9272,US,6326,30,30,0,N,O,N,S,Y,Y,-80.241937,FL,US,COCONUT GROVE,3015 GRAND AVE,33133,25.728368
6074,House of Brews#6074,US,6074,45,45,3,N,A,N,S,Y,Y,-87.287659,TN,US,CLARKSVILLE,2801 WILMA RUDOLPH BLVD,37040,36.588229
5939,House of Brews #5939,US,5939,70,70,3,N,A,N,S,Y,Y,,MA,US,WALPOLE,90 Providence Hwy.,2032,
8159,SQAle #8159,US,8159,25,25,0,N,A,N,S,Y,Y,-93.367327,MN,US,EDINA,1060 SOUTHDALE CTR,55435,44.932864
5631,House of Brews #5631,US,5631,65,65,3,N,A,N,S,Y,Y,,NY,US,SYRACUSE,9858 DESTINY USA DRIVE,13204,
5976,House of Brews#5976,US,5976,65,65,3,N,A,N,S,Y,Y,-81.163254,SC,US,COLUMBIA,140 HARBISON BLVD,29212,34.067492
9434,Brewdis #9434,US,9434,50,50,0,N,O,N,S,N,N,,OH,US,CANTON,4131 BELDEN VILLAGE MALL,44718,
3754,Brewdis 3754,JP,3754,754,754,1,Y,A,N,S,Y,Y,139.7669,13,JP,Chuo-ku,4-2-11,104-0061,35.6689
8164,SQAle #8164,US,8164,20,15,0,N,O,N,S,N,N,,NJ,US,Freehold,3710 US Highway 9,7728,
603,Brewdis #603,US,603,30,150,0,N,A,N,S,Y,Y,,NJ,US,CHERRY HILL,2000 ROUTE 38,8002,
5141,House of Brews #5141,US,5141,65,65,3,N,A,N,S,Y,Y,,LA,US,MANDEVILLE,3450 HIGHWAY 190,70471,
6092,House of Brews #6092,US,6092,65,65,3,N,A,N,S,Y,Y,,GA,US,DOUGLASVILLE,6588 DOUGLAS BLVD,30135,
8595,SQAle #8595,US,8595,20,15,0,N,A,N,S,Y,Y,-122.29548,CA,US,EMERYVILLE,5636 Bay St,94608,37.833876
3660,Brewdis 3660,JP,3660,15,15,1,N,A,N,S,Y,Y,129.873222,42,JP,Nagasaki-shi,1-1,850-0058,32.748278
665,Brewdis #665,US,665,25,125,0,N,A,N,S,Y,Y,,TX,US,SAN ANTONIO,15900 La Cantera Parkway,78256,
9809,Store #9809,CA,9809,50,50,0,N,A,N,S,Y,Y,-122.95767,BC,CA,WHISTLER,4308 Main Street,V0N 1B4,50.117018
5890,House of Brews #5890,US,5890,65,65,3,N,A,N,S,Y,Y,,OR,US,BEAVERTON,18065 NW EVERGREEN PKWY,97006,
6574,House of Brews #6574,US,6574,65,65,3,N,A,N,S,Y,Y,,IL,US,KILDEER,20505 N RAND RD,60047-3008,
3790,House of Brews #3790,US,3790,65,65,3,N,A,N,S,Y,Y,,KY,US,PADUCAH,5161 HINKLEVILLE RD,42001-9667,
9499,Brewdis #9499,US,9499,30,150,0,N,A,N,S,Y,Y,,NY,US,LONG ISLAND CITY,31-02 STEINWAY ST,11103,
8992,SQAle #8992,US,8992,25,30,0,N,A,N,S,Y,Y,-118.298662,CA,US,EL SEGUNDO,2004 E Park Place,90245,33.786594
3419,House of Brews #3419,US,3419,45,45,3,N,O,N,S,N,N,,CA,US,FRESNO,3675 WEST SHAW AVENUE,93711,
1060,Store #1060,CA,1060,30,30,0,N,A,N,S,N,N,,,,,,,
